Agency,City,State,NTD ID,Organization Type,Reporter Type,Report Year,UACE Code,UZA Name,Primary UZA Population,Agency VOMS,Mode,Mode Name,TOS,Mode VOMS,Vehicle Operations,Vehicle Operations Questionable,Vehicle Maintenance,Vehicle Maintenance Questionable,Facility Maintenance,Facility Maintenance Questionable,General Administration,General Administration Questionable,Reduced Reporter Expenses,Reduced Reporter Expenses Questionable,Total,Total Questionable,Purchased Transportation Reported Separately,Purchased Transportation Reported Separately Questionable
Jackson Transit Authority,Jackson,TN,40057,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,42265,"Jackson, TN",72809,17,MB,Bus,DO,11,1417920,,378551,,14177,,341054,,0,,2151702,,0,
Rusk County Transit Commission,Ladysmith,WI,50295,Independent Public Agency or Authority of Transit Service,Rural Reporter,2022,,,,17,DR,Demand Response,DO,11,0,,0,,0,,0,,915080,,915080,,0,
"City of Simi Valley, dba: Simi Valley Transit",Simi Valley,CA,90050,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,82144,"Simi Valley, CA",127364,17,DR,Demand Response,DO,11,0,,0,,0,,0,,2038415,,2038415,,0,
Amador Regional Transit System,Jackson,CA,91000,Independent Public Agency or Authority of Transit Service,Rural Reporter,2022,,,,17,MB,Bus,DO,11,0,,0,,0,,0,,980081,,980081,,0,
City of Danville Mass Transit System,Danville,VA,30069,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,Non-UZA,,17,DR,Demand Response,DO,11,0,,0,,0,,0,,1787090,,1787090,,0,
Nevada County Transit Services,Nevada City,CA,91095,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,17,DR,Demand Response,PT,10,0,,0,,0,,0,,1224804,,1224804,,0,
Municipality of Mayaguez,Mayaguez,PR,40194,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,55738,"Mayagüez, PR",91583,17,MB,Bus,PT,10,0,,0,,0,,0,,1707151,,1707151,,0,
City of Vacaville,Vacaville,CA,90155,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,89866,"Vacaville, CA",101027,17,MB,Bus,PT,10,0,,0,,0,,0,,1903562,,1903562,,0,
Kleberg County Human Services,Kingsville,TX,60147,Independent Public Agency or Authority of Transit Service,Rural Reporter,2022,,,,17,DR,Demand Response,DO,10,0,,0,,0,,0,,541624,,541624,,0,
City of Quincy,Quincy,IL,50258,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,17,DR,Demand Response,DO,9,0,,0,,0,,0,,1175665,,1175665,,0,
City of Quincy,Quincy,IL,50258,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,17,MB,Bus,DO,8,0,,0,,0,,0,,2224976,,2224976,,0,
City of Vacaville,Vacaville,CA,90155,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,89866,"Vacaville, CA",101027,17,DR,Demand Response,PT,7,0,,0,,0,,0,,916820,,916820,,0,
Nevada County Transit Services,Nevada City,CA,91095,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,17,MB,Bus,DO,7,0,,0,,0,,0,,2876007,,2876007,,0,
Kleberg County Human Services,Kingsville,TX,60147,Independent Public Agency or Authority of Transit Service,Rural Reporter,2022,,,,17,MB,Bus,DO,7,0,,0,,0,,0,,114068,,114068,,0,
Jackson Transit Authority,Jackson,TN,40057,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,42265,"Jackson, TN",72809,17,DR,Demand Response,DO,6,765954,,218486,,9184,,229382,,0,,1223006,,0,
Rusk County Transit Commission,Ladysmith,WI,50295,Independent Public Agency or Authority of Transit Service,Rural Reporter,2022,,,,17,MB,Bus,DO,6,0,,0,,0,,0,,493928,,493928,,0,
"City of Simi Valley, dba: Simi Valley Transit",Simi Valley,CA,90050,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,82144,"Simi Valley, CA",127364,17,MB,Bus,DO,6,0,,0,,0,,0,,4399163,,4399163,,0,
City of Danville Mass Transit System,Danville,VA,30069,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,Non-UZA,,17,MB,Bus,DO,6,0,,0,,0,,0,,1294099,,1294099,,0,
City of Burbank,Burbank,CA,90256,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,51445,"Los Angeles--Long Beach--Anaheim, CA",12237376,17,DR,Demand Response,DO,5,0,,0,,0,,0,,1094876,,1094876,,0,
City of Plymouth,Minneapolis,MN,50516,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,57628,"Minneapolis--St. Paul, MN",2914866,17,DR,Demand Response,PT,5,596679,,283866,,19333,,253790,,0,,1153668,,0,
Amador Regional Transit System,Jackson,CA,91000,Independent Public Agency or Authority of Transit Service,Rural Reporter,2022,,,,17,DR,Demand Response,DO,5,0,,0,,0,,0,,208246,,208246,,0,
Tulare County Regional Transit Agency,Visalia,CA,90310,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,88840,"Tulare, CA",70628,17,DR,Demand Response,PT,5,230279,,46361,,274,,260991,,0,,537905,,0,
City of Bangor,Bangor,ME,10096,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,4951,"Bangor, ME",61539,17,DR,Demand Response,DO,5,0,,0,,0,,0,,504755,,504755,,0,
"City of Petersburg , dba: Petersburg Area Transit",Petersburg,VA,30009,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,74746,"Richmond, VA",1059150,17,DR,Demand Response,DO,4,0,,0,,0,,0,,193511,,193511,,0,
Municipality of Mayaguez,Mayaguez,PR,40194,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,55738,"Mayagüez, PR",91583,17,DR,Demand Response,DO,4,0,,0,,0,,0,,102557,,102557,,0,
"Charlotte County Government, dba: Charlotte County Transit Division",Port Charlotte,FL,40129,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,71060,"Port Charlotte--North Port, FL",199998,17,DR,Demand Response,DO,4,42378,,10101,,1636,,14559,,0,,68674,,0,
Pullman Transit,Pullman,WA,294,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,17,DR,Demand Response,DO,4,0,,0,,0,,0,,953402,,953402,,0,
Ohio Valley Regional Transportation Authority,Wheeling,WV,30035,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,94726,"Wheeling, WV--OH",57695,17,DR,Demand Response,DO,3,132947,,80718,,17119,,174369,,0,,405153,,0,
Municipality of Mayaguez,Mayaguez,PR,40194,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,55738,"Mayagüez, PR",91583,17,MB,Bus,DO,3,0,,0,,0,,0,,246935,,246935,,0,
River Valley Metro Mass Transit District,Bourbonnais,IL,50159,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,43885,"Kankakee, IL",66530,17,DR,Demand Response,PT,3,343705,,112236,,24062,,114968,,0,,594971,,0,
People for People Yakima,Yakima,WA,297,Private-Non-Profit Corporation,Rural Reporter,2022,97507,"Yakima, WA",133145,17,CB,Commuter Bus,DO,2,0,,0,,0,,0,,472287,,472287,,0,
"Coles County, dba: Coles County Council on Aging",Charleston,IL,50447,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,17,MB,Bus,DO,2,0,,0,,0,,0,,207464,,207464,,0,
People for People Yakima,Yakima,WA,297,Private-Non-Profit Corporation,Rural Reporter,2022,97507,"Yakima, WA",133145,17,MB,Bus,DO,2,0,,0,,0,,0,,105458,,105458,,0,
City of Del Rio Transportation,Del Rio,TX,60152,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,17,MB,Bus,DO,2,0,,0,,0,,0,,229352,,229352,,0,
River Valley Metro Mass Transit District,Bourbonnais,IL,50159,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,43885,"Kankakee, IL",66530,17,CB,Commuter Bus,PT,2,472441,,96671,,15480,,119705,,0,,704297,,0,
"City of Janesville, dba: Janesville Transit System",Janesville,WI,50108,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,42562,"Janesville, WI",72285,17,DR,Demand Response,PT,2,0,,0,,0,,0,,130898,,130898,,0,
Amador Regional Transit System,Jackson,CA,91000,Independent Public Agency or Authority of Transit Service,Rural Reporter,2022,,,,17,CB,Commuter Bus,DO,1,0,,0,,0,,0,,208171,,208171,,0,
Somerset County,Somerset,PA,31044,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,16,DR,Demand Response,PT,16,0,,0,,0,,0,,479391,,479391,,0,
Shiawassee Area Transportation Agency,Owosso,MI,50227,Independent Public Agency or Authority of Transit Service,Rural Reporter,2022,,,,16,DR,Demand Response,DO,16,0,,0,,0,,0,,1279950,,1279950,,0,
Pigeon Forge Mass Transit,Pigeon Forge,TN,41136,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,16,MB,Bus,DO,16,0,,0,,0,,0,,3735116,,3735116,,0,
Albemarle Regional Health Services,Elizabeth City,NC,41111,Independent Public Agency or Authority of Transit Service,Rural Reporter,2022,,,,16,DR,Demand Response,DO,16,0,,0,,0,,0,,2029324,,2029324,,0,
"Trans-Bridge Lines, Inc.",Bethlehem,PA,20169,Private-For-Profit Corporation,Full Reporter,2022,63217,"New York--Jersey City--Newark, NY--NJ",19426449,16,CB,Commuter Bus,DO,16,4645225,,1249080,,7730,,2593576,,0,,8495611,,0,
Sanilac County Board of Commissioners,Sandusky,MI,50346,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,16,DR,Demand Response,DO,16,0,,0,,0,,0,,1509424,,1509424,,0,
"Silver Key Senior Services, Inc",Colorado Springs,CO,80299,Private-Non-Profit Corporation,Reduced Reporter,2022,18856,"Colorado Springs, CO",632494,16,DR,Demand Response,DO,16,0,,0,,0,,0,,918575,,918575,,0,
Brevard Alzheimer's Foundation Inc.,Melbourne,FL,40273,Private-Non-Profit Corporation,Reduced Reporter,2022,67105,"Palm Bay--Melbourne, FL",510675,16,DR,Demand Response,DO,16,0,,0,,0,,0,,396085,,396085,,0,
Generations Unlimited,Barnwell,SC,41002,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,16,DR,Demand Response,DO,16,0,,0,,0,,0,,1098957,,1098957,,0,
Lincoln County,Lincolnton,NC,40942,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,16,DR,Demand Response,DO,16,0,,0,,0,,0,,1422122,,1422122,,0,
Wilmington Transit System,Wilmington,OH,50316,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,16,DR,Demand Response,DO,16,0,,0,,0,,0,,1560030,,1560030,,0,
Grand Portage Reservation Tribal Council,Grand Portage,MN,55222,Tribe,Reduced Reporter,2022,27,Minnesota Non-UZA,2336986,16,DR,Demand Response,DO,16,0,,0,,0,,0,,74760,,74760,,0,
Barry County Transit,Hastings,MI,50355,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,16,DR,Demand Response,DO,16,0,,0,,0,,0,,1656718,,1656718,,0,
"City of St. Joseph, Missouri, dba: St. Joseph Transit",Saint Joseph,MO,70032,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,77743,"St. Joseph, MO--KS",77187,16,MB,Bus,DO,16,0,,0,,0,,0,,5881486,,5881486,,0,
South Central Regional Transit District,Anthony,NM,66283,Independent Public Agency or Authority of Transit Service,Reduced Reporter,2022,47935,"Las Cruces, NM",139338,16,MB,Bus,DO,16,0,,0,,0,,0,,1792525,,1792525,,0,
Antrim County Transportation,Bellaire,MI,50452,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,16,DR,Demand Response,DO,16,0,,0,,0,,0,,718965,,718965,,0,
Henry County,Cambridge,IL,50301,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,16,DR,Demand Response,DO,16,0,,0,,0,,0,,693368,,693368,,0,
"Jalbert Leasing, Inc. , dba: C&J Bus Lines",Portsmouth,NH,10122,Private-For-Profit Corporation,Reduced Reporter,2022,71506,"Portsmouth, NH--ME",95090,16,CB,Commuter Bus,DO,16,0,,0,,0,,0,,12175301,,12175301,,0,
"City of Gainesville, dba: Hall Area Transit",Gainesville,GA,40144,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,32194,"Gainesville, GA",164365,16,DR,Demand Response,DO,14,0,,0,,0,,0,,1411301,,1411301,,0,
Van Buren Public Transit,Bangor,MI,50383,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,16,DR,Demand Response,DO,14,0,,0,,0,,0,,1759085,,1759085,,0,
Cortland County,Cortland,NY,20958,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,16,MB,Bus,PT,14,0,,0,,0,,0,,1933237,,1933237,,0,
Ashtabula County Transportation System,Jefferson,OH,50390,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,16,DR,Demand Response,PT,12,0,,0,,0,,0,,1087046,,1087046,,0,
City of Norman,Norman,OK,66341,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,63433,"Norman, OK",120191,16,DR,Demand Response,PT,11,0,,0,,0,,0,,2432488,,2432488,,0,
City of Bowling Green,Bowling Green,KY,40184,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,9379,"Bowling Green, KY",97814,16,MB,Bus,PT,10,0,,0,,0,,0,,1176202,,1176202,,0,
Ride Solution,Palatka,FL,40920,Private-Non-Profit Corporation,Rural Reporter,2022,,,,16,DR,Demand Response,DO,10,0,,0,,0,,0,,387076,,387076,,0,
City of Cerritos,Cerritos,CA,90259,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,51445,"Los Angeles--Long Beach--Anaheim, CA",12237376,16,DR,Demand Response,PT,10,0,,0,,0,,0,,484811,,484811,,0,
Lancaster Public Transit System,Lancaster,OH,50406,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,39,Ohio Non-UZA,4126404,16,DR,Demand Response,DO,10,0,,0,,0,,0,,810315,,810315,,0,
"City of McKinney, dba: Collin County Transit",Mckinney,TX,60270,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,52695,"McKinney--Frisco, TX",504803,16,DR,Demand Response,TN,10,364729,,48233,,31755,,129269,,0,,573986,,0,
Access Johnson County,Franklin,IN,50256,Private-Non-Profit Corporation,Reduced Reporter,2022,41212,"Indianapolis, IN",1699881,16,DR,Demand Response,DO,10,0,,0,,0,,0,,936964,,936964,,0,
Los Angeles County Department of Public Works - East L.A.,Alhambra,CA,90271,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,51445,"Los Angeles--Long Beach--Anaheim, CA",12237376,16,MB,Bus,PT,9,0,,0,,0,,0,,1888039,,1888039,,0,
Northwestern CT Transit District,Torrington,CT,10131,Independent Public Agency or Authority of Transit Service,Rural Reporter,2022,37243,"Hartford, CT",924859,16,MB,Bus,DO,9,0,,0,,0,,0,,834862,,834862,,0,
"Estuary Transit District, dba: 9 Town Transit",Middletown,CT,10140,Independent Public Agency or Authority of Transit Service,Reduced Reporter,2022,37243,"Hartford, CT",977158,16,MB,Bus,DO,9,0,,0,,0,,0,,2581873,,2581873,,0,
"Hood River County Transportation District, dba: Columbia Area Transit",Hood River,OR,319,Independent Public Agency or Authority of Transit Service,Rural Reporter,2022,,,,16,CB,Commuter Bus,DO,8,0,,0,,0,,0,,1068706,,1068706,,0,
City of San Marcos,San Marcos,TX,66343,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,79201,"San Marcos, TX",70801,16,MB,Bus,PT,8,0,,0,,0,,0,,1039725,,1039725,,0,
Los Angeles County Department of Public Works - East L.A.,Alhambra,CA,90271,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,51445,"Los Angeles--Long Beach--Anaheim, CA",12237376,16,DR,Demand Response,PT,7,0,,0,,0,,0,,343737,,343737,,0,
Northwestern CT Transit District,Torrington,CT,10131,Independent Public Agency or Authority of Transit Service,Rural Reporter,2022,37243,"Hartford, CT",924859,16,DR,Demand Response,DO,7,0,,0,,0,,0,,380789,,380789,,0,
"Estuary Transit District, dba: 9 Town Transit",Middletown,CT,10140,Independent Public Agency or Authority of Transit Service,Reduced Reporter,2022,37243,"Hartford, CT",977158,16,DR,Demand Response,DO,7,0,,0,,0,,0,,802817,,802817,,0,
City of Independence,Independence,MO,70046,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,43912,"Kansas City, MO--KS",1674218,16,MB,Bus,PT,7,0,,0,,0,,0,,1642511,,1642511,,0,
El Dorado County Transit Authority,Diamond Springs,CA,90229,Independent Public Agency or Authority of Transit Service,Reduced Reporter,2022,77068,"Sacramento, CA",1946618,16,MB,Bus,DO,7,0,,0,,0,,0,,3848277,,3848277,,0,
Access Johnson County,Franklin,IN,50256,Private-Non-Profit Corporation,Reduced Reporter,2022,41212,"Indianapolis, IN",1699881,16,MB,Bus,DO,6,0,,0,,0,,0,,688340,,688340,,0,
Ride Solution,Palatka,FL,40920,Private-Non-Profit Corporation,Rural Reporter,2022,,,,16,MB,Bus,DO,6,0,,0,,0,,0,,1297694,,1297694,,0,
City of Cerritos,Cerritos,CA,90259,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,51445,"Los Angeles--Long Beach--Anaheim, CA",12237376,16,MB,Bus,PT,6,0,,0,,0,,0,,943464,,943464,,0,
"County of Douglas, dba: Connect Douglas",Douglasville,GA,40082,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,3817,"Atlanta, GA",5100112,16,DR,Demand Response,DO,6,291347,,10581,,5316,,145422,,0,,452666,,0,
"Hood River County Transportation District, dba: Columbia Area Transit",Hood River,OR,319,Independent Public Agency or Authority of Transit Service,Rural Reporter,2022,,,,16,MB,Bus,DO,6,0,,0,,0,,0,,936683,,936683,,0,
Lancaster Public Transit System,Lancaster,OH,50406,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,39,Ohio Non-UZA,4126404,16,MB,Bus,DO,6,0,,0,,0,,0,,1166061,,1166061,,0,
"County of Douglas, dba: Connect Douglas",Douglasville,GA,40082,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,3817,"Atlanta, GA",5100112,16,MB,Bus,PT,6,861079,,93565,,51069,,873692,,0,,1879405,,0,
"City of McKinney, dba: Collin County Transit",Mckinney,TX,60270,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,52695,"McKinney--Frisco, TX",504803,16,DR,Demand Response,PT,6,520074,,68776,,44048,,199718,,0,,832616,,12614,
City of Bowling Green,Bowling Green,KY,40184,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,9379,"Bowling Green, KY",97814,16,DR,Demand Response,PT,6,0,,0,,0,,0,,353456,,353456,,0,
City of Norman,Norman,OK,66341,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,63433,"Norman, OK",120191,16,MB,Bus,PT,5,0,,0,,0,,0,,2603754,,2603754,,0,
City of Independence,Independence,MO,70046,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2022,43912,"Kansas City, MO--KS",1674218,16,DR,Demand Response,PT,5,0,,0,,0,,0,,224343,,224343,,0,
